Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon_Discount,DP_ID,CName,gender,Age,City,State,created_date,PName,Category,Brand,Price,Revenue,Discount_Amount,Final_Revenue,Month,Day,Age_Group
OR_31013176,CS_11004820,PD_21002114,2024-08-13,02:51:18,7,0,DV_61000195,Ekapad Jani,Male,58,Jaipur,Rajasthan,2023-05-04,Repudiandae Shampoo,Dairy,Britannia,517.07,3619.49,0.0,3619.49,August,Tuesday,Senior
OR_31013177,CS_11005491,PD_21006421,2024-11-18,06:06:35,4,10,DV_61000267,Meghana Saha,Male,20,Bhilai,Chhattisgarh,2024-10-31,Expedita Juice,Groceries,Nestle,221.43,885.72,88.572,797.148,November,Monday,Young
OR_31013178,CS_11001690,PD_21009263,2024-10-09,05:38:14,2,20,DV_61000169,Nitara Pingle,Male,24,Jaipur,Rajasthan,2024-07-08,Cumque Soap,Home Care,Haldirams,578.95,1157.9,231.58,926.32,October,Wednesday,Young
OR_31013179,CS_11000721,PD_21003760,2024-10-18,00:18:20,1,15,DV_61000078,Manya Cheema,Male,24,Muzaffarpur,Bihar,2023-11-04,Corporis Juice,Snacks,Britannia,94.78,94.78,14.217,80.563,October,Friday,Young
OR_31013180,CS_11000341,PD_21001883,2024-12-20,11:36:24,9,10,DV_61000127,Fariq Rana,Male,66,Pune,Maharashtra,2024-05-10,Quibusdam Shampoo,Snacks,Britannia,271.47,2443.23,244.323,2198.907000000001,December,Friday,Senior
OR_31013181,CS_11000355,PD_21007309,2024-03-08,22:37:55,3,20,DV_61000236,Chameli Mital,Male,70,Jorhat,Assam,2024-01-19,Ut Shampoo,Home Care,Dabur,356.39,1069.17,213.834,855.336,March,Friday,Senior
OR_31013182,CS_11005479,PD_21007590,2025-02-06,12:27:22,4,15,DV_61000095,Shivani Bhalla,Female,70,Cuttack,Odisha,2024-03-06,Hic Soap,Dairy,Nestle,818.83,3275.32,491.298,2784.022,February,Thursday,Senior
OR_31013183,CS_11008553,PD_21001184,2024-12-02,04:35:19,10,20,DV_61000279,Harshil Chokshi,Male,49,Chennai,Tamil Nadu,2024-07-07,Rerum Biscuits,Dairy,Dabur,527.01,5270.1,1054.02,4216.08,December,Monday,Middle
OR_31013184,CS_11005958,PD_21007756,2024-09-26,00:03:22,10,0,DV_61000024,Lipika Zachariah,Male,46,Faridabad,Haryana,2023-04-07,Eum Juice,Snacks,Dabur,284.13,2841.3,0.0,2841.3,September,Thursday,Middle
OR_31013185,CS_11008328,PD_21000258,2024-03-11,14:47:45,10,20,DV_61000084,Waida Tank,Female,23,Dibrugarh,Assam,2024-02-11,Neque Soap,Home Care,Nestle,727.6,7276.0,1455.2,5820.8,March,Monday,Young
OR_31013186,CS_11002308,PD_21008152,2024-07-04,13:38:07,2,0,DV_61000033,Ayushman Vala,Female,37,Mangalore,Karnataka,2024-08-17,Ducimus Soap,Groceries,Britannia,597.98,1195.96,0.0,1195.96,July,Thursday,Middle
OR_31013187,CS_11000468,PD_21008907,2024-11-15,16:25:35,1,0,DV_61000014,Urvashi Sama,Female,19,Karnal,Haryana,2023-04-20,Quia Soap,Beverages,Nestle,632.35,632.35,0.0,632.35,November,Friday,Young
OR_31013188,CS_11007468,PD_21001250,2025-01-15,06:03:13,9,10,DV_61000124,Chaitaly Pau,Male,65,Tiruchirappalli,Tamil Nadu,2024-03-27,Deleniti Shampoo,Snacks,Dabur,894.31,8048.789999999999,804.8789999999999,7243.910999999999,January,Wednesday,Senior
OR_31013189,CS_11002298,PD_21004943,2025-02-10,05:35:14,8,15,DV_61000269,Odika Khalsa,Female,24,Sambalpur,Odisha,2024-01-30,Vel Milk,Beverages,Dabur,287.34,2298.72,344.8079999999999,1953.912,February,Monday,Young
OR_31013190,CS_11003007,PD_21007935,2024-12-15,04:03:55,4,10,DV_61000290,Ladli Dash,Male,39,Rajkot,Gujarat,2024-07-24,Placeat Soap,Personal Care,Haldirams,155.89,623.56,62.35599999999999,561.204,December,Sunday,Middle
OR_31013191,CS_11007055,PD_21009676,2024-09-16,23:57:45,8,10,DV_61000284,Daniel Dayal,Female,31,Balasore,Odisha,2024-10-05,Ullam Shampoo,Snacks,Nestle,260.6,2084.8,208.48,1876.32,September,Monday,Adult
OR_31013192,CS_11000449,PD_21006743,2025-01-03,10:55:25,1,20,DV_61000021,Dhriti Venkatesh,Male,60,Dhanbad,Jharkhand,2025-02-22,Maiores Shampoo,Beverages,Parle,805.91,805.91,161.182,644.728,January,Friday,Senior
OR_31013193,CS_11003434,PD_21000817,2024-09-28,09:23:08,9,0,DV_61000020,Liam Wadhwa,Male,19,Mumbai,Maharashtra,2024-12-03,Modi Soap,Snacks,Amul,264.78,2383.02,0.0,2383.02,September,Saturday,Young
OR_31013194,CS_11002513,PD_21002711,2024-08-24,14:39:56,5,20,DV_61000135,Vaishnavi Kumer,Male,30,Karimnagar,Telangana,2024-02-19,Voluptatibus Biscuits,Personal Care,Dabur,190.23,951.15,190.23,760.92,August,Saturday,Adult
OR_31013195,CS_11009765,PD_21001214,2024-08-11,08:15:08,6,20,DV_61000277,David Zacharia,Female,63,Gwalior,Madhya Pradesh,2024-05-03,Veritatis Juice,Snacks,Parle,217.7,1306.2,261.24,1044.96,August,Sunday,Senior
OR_31013196,CS_11009328,PD_21008160,2024-06-11,23:26:28,6,20,DV_61000146,Lakshit Sharaf,Male,70,Ujjain,Madhya Pradesh,2024-05-23,Beatae Biscuits,Dairy,Britannia,949.7,5698.200000000001,1139.64,4558.56,June,Tuesday,Senior
OR_31013197,CS_11000567,PD_21007848,2024-05-29,04:55:43,3,20,DV_61000165,Urishilla Sharaf,Female,42,Ludhiana,Punjab,2024-09-02,Nemo Milk,Groceries,Amul,632.18,1896.54,379.308,1517.232,May,Wednesday,Middle
OR_31013198,CS_11005580,PD_21008493,2024-11-18,03:56:38,3,20,DV_61000144,Gautami Gour,Female,38,Gwalior,Madhya Pradesh,2024-04-06,Quas Milk,Dairy,Nestle,927.24,2781.72,556.344,2225.376,November,Monday,Middle
OR_31013199,CS_11000949,PD_21003332,2024-06-17,18:27:17,6,10,DV_61000011,Warhi Narayan,Female,41,Khammam,Telangana,2023-11-21,Temporibus Milk,Beverages,Dabur,844.52,5067.12,506.712,4560.407999999999,June,Monday,Middle
OR_31013200,CS_11005149,PD_21001566,2024-12-09,04:45:24,6,10,DV_61000232,Aadi Kalla,Male,65,Jorhat,Assam,2024-06-02,Tempore Biscuits,Groceries,Haldirams,332.08,1992.48,199.248,1793.232,December,Monday,Senior
OR_31013201,CS_11006130,PD_21006609,2024-03-23,23:02:28,10,20,DV_61000114,Lekha Sethi,Male,64,Korba,Chhattisgarh,2023-11-25,Debitis Juice,Beverages,Haldirams,838.93,8389.3,1677.86,6711.44,March,Saturday,Senior
OR_31013202,CS_11003648,PD_21000453,2024-10-03,01:15:34,5,15,DV_61000031,Jacob Suresh,Male,53,Muzaffarpur,Bihar,2023-05-10,Sapiente Biscuits,Groceries,Dabur,49.59,247.95,37.1925,210.7575,October,Thursday,Senior
OR_31013203,CS_11000286,PD_21005502,2024-08-25,14:10:49,5,20,DV_61000048,Yasti Sha,Male,49,Thiruvananthapuram,Kerala,2023-11-24,Fugiat Milk,Home Care,Nestle,825.37,4126.85,825.37,3301.48,August,Sunday,Middle
OR_31013204,CS_11002155,PD_21000134,2024-12-25,19:43:55,2,20,DV_61000060,Bhavya Magar,Male,70,Durg,Chhattisgarh,2024-03-27,Unde Milk,Home Care,Dabur,974.49,1948.98,389.796,1559.184,December,Wednesday,Senior
OR_31013205,CS_11009836,PD_21000669,2024-11-28,10:53:26,10,0,DV_61000249,Ekbal Parmar,Male,27,Varanasi,Uttar Pradesh,2024-09-14,Cum Biscuits,Groceries,Amul,514.62,5146.2,0.0,5146.2,November,Thursday,Adult
OR_31013206,CS_11004890,PD_21009997,2024-08-25,17:29:01,4,15,DV_61000239,Agastya Doshi,Male,50,Lucknow,Uttar Pradesh,2023-12-13,Cumque Soap,Groceries,Dabur,522.11,2088.44,313.266,1775.174,August,Sunday,Middle
OR_31013207,CS_11001216,PD_21003061,2024-12-27,00:25:47,4,20,DV_61000127,Gaurangi Tiwari,Male,55,Hyderabad,Telangana,2025-01-07,Animi Biscuits,Beverages,Britannia,604.73,2418.92,483.784,1935.136,December,Friday,Senior
OR_31013208,CS_11002941,PD_21006012,2024-10-18,13:52:44,3,15,DV_61000031,Neelima Sankar,Female,62,Varanasi,Uttar Pradesh,2023-08-24,Similique Biscuits,Dairy,Nestle,82.67,248.01,37.2015,210.8085,October,Friday,Senior
OR_31013209,CS_11004059,PD_21000884,2024-04-07,22:14:27,1,15,DV_61000292,Niharika Ratta,Male,21,Lucknow,Uttar Pradesh,2024-03-13,Provident Shampoo,Snacks,Parle,84.52,84.52,12.678,71.842,April,Sunday,Young
OR_31013210,CS_11004933,PD_21009883,2024-04-28,06:53:45,10,0,DV_61000025,Fitan Parekh,Male,50,Jaipur,Rajasthan,2023-12-06,Dolores Milk,Groceries,Haldirams,467.4,4674.0,0.0,4674.0,April,Sunday,Middle
OR_31013211,CS_11001728,PD_21004090,2025-02-26,14:31:33,10,10,DV_61000189,Nathan Wable,Female,25,Kanpur,Uttar Pradesh,2023-12-27,Ullam Soap,Snacks,Amul,823.21,8232.1,823.21,7408.89,February,Wednesday,Young
OR_31013212,CS_11000668,PD_21008089,2024-11-12,14:52:53,4,0,DV_61000125,Veda Agarwal,Male,64,Ambala,Haryana,2023-05-13,Quibusdam Biscuits,Beverages,Nestle,907.22,3628.88,0.0,3628.88,November,Tuesday,Senior
OR_31013213,CS_11003235,PD_21005747,2024-11-15,13:39:36,5,10,DV_61000287,Harrison Thakur,Female,40,Bokaro,Jharkhand,2025-02-05,Quia Shampoo,Beverages,Britannia,796.54,3982.7,398.27,3584.43,November,Friday,Middle
OR_31013214,CS_11000858,PD_21003401,2024-05-07,06:48:39,10,0,DV_61000195,Pratyush Aggarwal,Male,29,Raipur,Chhattisgarh,2023-05-13,Tenetur Milk,Snacks,Dabur,266.17,2661.7,0.0,2661.7,May,Tuesday,Adult
OR_31013215,CS_11002958,PD_21003673,2025-02-02,17:57:02,5,0,DV_61000184,Hritik Bir,Female,25,Rajkot,Gujarat,2024-04-27,Magni Soap,Groceries,Dabur,96.25,481.25,0.0,481.25,February,Sunday,Young
OR_31013216,CS_11008119,PD_21007577,2024-04-14,22:10:02,8,10,DV_61000080,Aditya Khosla,Female,23,Jalandhar,Punjab,2024-05-08,Perferendis Milk,Beverages,Haldirams,258.08,2064.64,206.464,1858.176,April,Sunday,Young
OR_31013217,CS_11008172,PD_21008866,2024-04-04,03:33:38,2,15,DV_61000298,Mitesh Kothari,Female,36,Mumbai,Maharashtra,2024-11-24,Illo Soap,Groceries,Nestle,448.07,896.14,134.421,761.719,April,Thursday,Middle
OR_31013218,CS_11007382,PD_21005861,2024-11-27,15:51:56,6,0,DV_61000031,Bhanumati Saxena,Male,46,Gwalior,Madhya Pradesh,2024-11-21,Cupiditate Soap,Groceries,Haldirams,288.25,1729.5,0.0,1729.5,November,Wednesday,Middle
OR_31013219,CS_11000499,PD_21003879,2024-07-15,09:38:32,3,15,DV_61000293,Chandran Choudhury,Female,38,Lucknow,Uttar Pradesh,2024-10-23,Facere Shampoo,Personal Care,Amul,159.48,478.4399999999999,71.76599999999999,406.674,July,Monday,Middle
OR_31013220,CS_11002773,PD_21003768,2025-03-05,14:42:54,8,0,DV_61000254,Gautam Agrawal,Male,53,Bhilai,Chhattisgarh,2023-10-15,Nulla Shampoo,Groceries,Amul,204.5,1636.0,0.0,1636.0,March,Wednesday,Senior
OR_31013221,CS_11007144,PD_21004257,2024-07-18,06:47:57,1,0,DV_61000250,Warda Trivedi,Female,33,Indore,Madhya Pradesh,2024-11-07,Cupiditate Juice,Dairy,Haldirams,833.07,833.07,0.0,833.07,July,Thursday,Adult
OR_31013222,CS_11000109,PD_21005492,2024-05-04,00:42:41,1,20,DV_61000044,Gayathri Dutta,Female,69,Kota,Rajasthan,2023-09-30,Fuga Shampoo,Groceries,Dabur,966.19,966.19,193.238,772.952,May,Saturday,Senior
OR_31013223,CS_11008896,PD_21004995,2024-06-07,12:47:14,3,15,DV_61000061,Jeevika Dora,Female,52,Raipur,Chhattisgarh,2024-10-18,Quidem Biscuits,Snacks,Nestle,58.03,174.09,26.1135,147.9765,June,Friday,Senior
OR_31013224,CS_11001476,PD_21004218,2024-10-24,04:32:46,4,10,DV_61000247,Aachal Toor,Male,63,Amritsar,Punjab,2024-01-12,Culpa Soap,Groceries,Haldirams,469.78,1879.12,187.912,1691.208,October,Thursday,Senior
OR_31013225,CS_11005620,PD_21002453,2024-08-02,22:49:40,10,15,DV_61000169,Nitara Sawhney,Male,48,Siliguri,West Bengal,2023-12-29,Perferendis Milk,Groceries,Haldirams,559.36,5593.6,839.04,4754.56,August,Friday,Middle
OR_31013226,CS_11004172,PD_21007534,2024-05-06,13:46:04,6,15,DV_61000061,Farhan Salvi,Female,45,Karimnagar,Telangana,2024-07-03,Quod Shampoo,Dairy,Britannia,109.05,654.3,98.145,556.155,May,Monday,Middle
OR_31013227,CS_11007173,PD_21007811,2024-03-22,18:18:24,3,15,DV_61000032,Lucky Parikh,Male,60,Kozhikode,Kerala,2024-01-29,Dolorem Shampoo,Home Care,Britannia,62.44,187.32,28.098,159.222,March,Friday,Senior
OR_31013228,CS_11007200,PD_21001482,2024-12-29,18:34:43,5,15,DV_61000087,Pahal Dugar,Female,47,Rajkot,Gujarat,2023-04-25,Adipisci Milk,Personal Care,Dabur,776.06,3880.3,582.045,3298.255,December,Sunday,Middle
OR_31013229,CS_11005331,PD_21001489,2024-10-09,15:36:15,9,0,DV_61000040,Vedant Chakraborty,Female,46,Coimbatore,Tamil Nadu,2023-12-07,Voluptatem Biscuits,Snacks,Amul,396.19,3565.71,0.0,3565.71,October,Wednesday,Middle
OR_31013230,CS_11004285,PD_21006537,2024-11-10,17:20:22,10,20,DV_61000065,Janya Doshi,Female,48,Ranchi,Jharkhand,2023-09-11,Provident Shampoo,Home Care,Haldirams,873.67,8736.699999999999,1747.34,6989.359999999999,November,Sunday,Middle
OR_31013231,CS_11007289,PD_21003420,2024-11-09,12:07:54,4,0,DV_61000190,Reyansh Ray,Female,29,Chennai,Tamil Nadu,2023-08-13,Voluptatem Juice,Personal Care,Haldirams,632.31,2529.24,0.0,2529.24,November,Saturday,Adult
OR_31013232,CS_11005800,PD_21009058,2024-06-14,12:27:20,8,10,DV_61000223,Vaishnavi Mitra,Male,19,Hyderabad,Telangana,2023-07-30,Doloribus Milk,Dairy,Amul,739.6,5916.8,591.68,5325.12,June,Friday,Young
OR_31013233,CS_11008281,PD_21008916,2024-12-07,19:56:55,10,0,DV_61000120,Gaurika Vohra,Male,43,Ajmer,Rajasthan,2023-08-18,Veritatis Juice,Groceries,Parle,474.68,4746.8,0.0,4746.8,December,Saturday,Middle
OR_31013234,CS_11002096,PD_21004548,2025-02-12,05:01:28,1,0,DV_61000108,Bhavani Mahal,Male,27,Mumbai,Maharashtra,2023-07-01,Suscipit Biscuits,Home Care,Parle,417.27,417.27,0.0,417.27,February,Wednesday,Adult
OR_31013235,CS_11004312,PD_21006538,2024-11-02,01:40:30,7,10,DV_61000222,Radhika Sankar,Female,25,Balasore,Odisha,2024-07-11,Doloremque Soap,Dairy,Haldirams,83.74,586.18,58.61799999999999,527.5619999999999,November,Saturday,Young
OR_31013236,CS_11002016,PD_21004287,2024-09-17,02:39:24,7,20,DV_61000260,Saksham Ramachandran,Male,63,Chennai,Tamil Nadu,2024-12-14,Magnam Shampoo,Home Care,Haldirams,555.64,3889.48,777.8960000000001,3111.584,September,Tuesday,Senior
OR_31013237,CS_11004431,PD_21004175,2024-03-19,04:39:50,7,0,DV_61000081,Hemang Bhat,Male,36,Karimnagar,Telangana,2023-11-26,Reprehenderit Juice,Home Care,Amul,279.31,1955.17,0.0,1955.17,March,Tuesday,Middle
OR_31013238,CS_11003607,PD_21009987,2024-12-26,11:55:27,5,15,DV_61000144,Omkaar Rama,Female,24,Jaipur,Rajasthan,2023-04-23,In Milk,Snacks,Haldirams,769.42,3847.1,577.065,3270.035,December,Thursday,Young
OR_31013239,CS_11003088,PD_21003111,2025-02-07,19:54:39,10,20,DV_61000297,Ishaan Tailor,Female,31,Visakhapatnam,Andhra Pradesh,2024-09-16,Natus Shampoo,Beverages,Dabur,871.23,8712.3,1742.46,6969.839999999999,February,Friday,Adult
OR_31013240,CS_11006514,PD_21007562,2024-12-21,03:11:22,9,20,DV_61000267,Bishakha Nori,Female,36,Ranchi,Jharkhand,2025-02-10,Aspernatur Juice,Groceries,Nestle,739.79,6658.11,1331.622,5326.487999999999,December,Saturday,Middle
OR_31013241,CS_11006146,PD_21007062,2024-08-24,14:22:03,8,10,DV_61000130,Damyanti Ranganathan,Female,64,Visakhapatnam,Andhra Pradesh,2024-07-05,Dolore Soap,Snacks,Nestle,523.11,4184.88,418.4880000000001,3766.392,August,Saturday,Senior
OR_31013242,CS_11009145,PD_21001409,2024-06-10,14:40:56,6,0,DV_61000156,Upkaar Sachdev,Male,34,Amritsar,Punjab,2024-04-21,Quia Soap,Snacks,Parle,757.1,4542.6,0.0,4542.6,June,Monday,Adult
OR_31013243,CS_11006924,PD_21000620,2024-12-02,23:51:23,9,20,DV_61000162,William Palla,Male,22,Jorhat,Assam,2025-03-01,Earum Juice,Snacks,Nestle,821.25,7391.25,1478.25,5913.0,December,Monday,Young
OR_31013244,CS_11009403,PD_21008348,2024-04-02,03:36:47,9,10,DV_61000204,Bhanumati Sawhney,Male,38,Bhavnagar,Gujarat,2023-06-23,Dolore Juice,Groceries,Nestle,563.03,5067.27,506.727,4560.543,April,Tuesday,Middle
OR_31013245,CS_11004101,PD_21007212,2024-08-21,14:36:55,9,15,DV_61000043,Charvi Mani,Female,25,Amritsar,Punjab,2024-09-21,Dolor Juice,Snacks,Parle,538.29,4844.61,726.6914999999999,4117.9185,August,Wednesday,Young
OR_31013246,CS_11001303,PD_21003207,2024-10-10,12:13:45,9,15,DV_61000223,Ekta Chatterjee,Female,66,Thrissur,Kerala,2023-11-24,Rerum Milk,Dairy,Nestle,166.83,1501.47,225.2205,1276.2495,October,Thursday,Senior
OR_31013247,CS_11004121,PD_21002321,2024-07-24,07:38:19,3,10,DV_61000055,Maanav Dey,Female,40,Rourkela,Odisha,2025-02-15,Debitis Juice,Snacks,Dabur,771.6,2314.8,231.48,2083.32,July,Wednesday,Middle
OR_31013248,CS_11007536,PD_21005041,2024-06-11,12:34:21,10,15,DV_61000113,Tanvi Handa,Female,18,Balasore,Odisha,2023-10-01,Voluptatem Juice,Beverages,Haldirams,330.09,3300.9,495.1349999999999,2805.765,June,Tuesday,Teen
OR_31013249,CS_11004295,PD_21003863,2025-01-20,01:10:53,2,10,DV_61000290,Pahal Khatri,Male,40,Durg,Chhattisgarh,2023-08-06,Voluptate Shampoo,Personal Care,Britannia,179.25,358.5,35.85,322.65,January,Monday,Middle
OR_31013250,CS_11004902,PD_21008253,2024-12-25,07:21:54,5,15,DV_61000209,Maanas Mistry,Female,63,Rajkot,Gujarat,2024-11-15,Impedit Shampoo,Home Care,Haldirams,698.05,3490.25,523.5375,2966.7125,December,Wednesday,Senior
OR_31013251,CS_11004863,PD_21000588,2024-11-23,09:33:21,5,15,DV_61000129,Dipta Ravi,Male,58,Bilaspur,Chhattisgarh,2025-01-30,Vel Shampoo,Snacks,Dabur,506.16,2530.8,379.62,2151.18,November,Saturday,Senior
OR_31013252,CS_11001786,PD_21000515,2024-10-16,11:56:47,2,0,DV_61000138,Avni Badami,Male,44,Tiruchirappalli,Tamil Nadu,2024-07-24,Non Shampoo,Groceries,Amul,739.37,1478.74,0.0,1478.74,October,Wednesday,Middle
OR_31013253,CS_11002704,PD_21000289,2024-06-30,09:00:35,8,15,DV_61000073,Vasatika Manda,Male,53,Madurai,Tamil Nadu,2023-06-26,Delectus Shampoo,Groceries,Parle,11.75,94.0,14.1,79.9,June,Sunday,Senior
OR_31013254,CS_11001329,PD_21007122,2024-04-03,00:31:18,7,15,DV_61000073,Damyanti Shetty,Female,57,Guwahati,Assam,2024-05-07,Molestiae Biscuits,Dairy,Parle,593.57,4154.990000000001,623.2485000000001,3531.741500000001,April,Wednesday,Senior
OR_31013255,CS_11004297,PD_21005809,2024-06-07,06:54:25,5,10,DV_61000017,Vedika Sampath,Female,70,Bathinda,Punjab,2024-04-01,Sapiente Shampoo,Groceries,Haldirams,745.17,3725.85,372.585,3353.265,June,Friday,Senior
OR_31013256,CS_11003934,PD_21005352,2024-09-29,01:32:51,7,10,DV_61000149,Frederick Atwal,Female,28,Faridabad,Haryana,2024-03-23,Magni Biscuits,Personal Care,Parle,64.8,453.6,45.36,408.24,September,Sunday,Adult
OR_31013257,CS_11002114,PD_21008888,2024-11-07,16:21:14,1,20,DV_61000147,Ojasvi Halder,Female,52,Jalandhar,Punjab,2024-12-27,Corrupti Juice,Home Care,Parle,515.23,515.23,103.046,412.184,November,Thursday,Senior
OR_31013258,CS_11005741,PD_21005974,2024-08-17,08:41:57,3,20,DV_61000198,Anjali Chaudry,Female,48,Vadodara,Gujarat,2024-01-25,Modi Shampoo,Groceries,Dabur,338.99,1016.97,203.394,813.576,August,Saturday,Middle
OR_31013259,CS_11001215,PD_21002654,2024-05-21,04:28:07,8,0,DV_61000064,Saanvi Bawa,Female,68,Nizamabad,Telangana,2024-05-14,Tenetur Milk,Dairy,Parle,950.22,7601.76,0.0,7601.76,May,Tuesday,Senior
OR_31013260,CS_11003126,PD_21004269,2024-09-13,00:43:34,4,0,DV_61000115,Libni Sule,Female,64,Ahmedabad,Gujarat,2023-12-04,Iusto Soap,Home Care,Amul,993.44,3973.76,0.0,3973.76,September,Friday,Senior
OR_31013261,CS_11007958,PD_21006197,2024-03-11,19:07:32,10,0,DV_61000204,Jeevika Peri,Female,68,Coimbatore,Tamil Nadu,2024-05-12,Placeat Milk,Personal Care,Haldirams,512.27,5122.7,0.0,5122.7,March,Monday,Senior
OR_31013262,CS_11000523,PD_21000336,2024-09-24,14:28:47,1,15,DV_61000093,Hemal Verma,Male,53,Kolkata,West Bengal,2024-08-24,Quod Milk,Beverages,Nestle,111.29,111.29,16.6935,94.5965,September,Tuesday,Senior
OR_31013263,CS_11001488,PD_21002269,2025-02-21,15:21:40,6,0,DV_61000243,Ucchal Bora,Male,28,Gurgaon,Haryana,2023-06-05,Velit Milk,Snacks,Amul,50.04,300.24,0.0,300.24,February,Friday,Adult
OR_31013264,CS_11004754,PD_21004151,2024-06-25,00:36:46,2,10,DV_61000235,Sneha Biswas,Male,21,Chennai,Tamil Nadu,2023-10-19,Pariatur Biscuits,Dairy,Parle,270.4,540.8,54.08,486.72,June,Tuesday,Young
OR_31013265,CS_11005948,PD_21006726,2024-03-29,08:03:45,8,20,DV_61000257,Ekiya Master,Female,24,Guwahati,Assam,2024-03-29,Officia Milk,Dairy,Amul,577.27,4618.16,923.632,3694.528,March,Friday,Young
OR_31013266,CS_11005223,PD_21007267,2024-07-09,01:28:05,3,10,DV_61000117,Abdul Chaudhary,Male,48,Khammam,Telangana,2023-07-22,Adipisci Shampoo,Snacks,Haldirams,911.39,2734.17,273.417,2460.753,July,Tuesday,Middle
OR_31013267,CS_11007359,PD_21003286,2024-10-14,16:01:30,4,20,DV_61000295,Upadhriti Banik,Male,67,Dibrugarh,Assam,2024-01-14,Quidem Soap,Groceries,Amul,353.6,1414.4,282.88,1131.52,October,Monday,Senior
OR_31013268,CS_11003151,PD_21007430,2024-05-03,23:01:53,2,10,DV_61000178,Kai Bal,Male,52,Ajmer,Rajasthan,2024-03-28,Neque Shampoo,Groceries,Nestle,860.74,1721.48,172.148,1549.332,May,Friday,Senior
OR_31013269,CS_11001684,PD_21002962,2025-01-04,18:14:34,9,0,DV_61000238,Harrison Pathak,Female,67,Mangalore,Karnataka,2023-05-11,Exercitationem Shampoo,Beverages,Haldirams,60.67,546.03,0.0,546.03,January,Saturday,Senior
OR_31013270,CS_11002968,PD_21008064,2024-11-17,04:12:32,8,0,DV_61000186,Nilima Agate,Male,63,Kolkata,West Bengal,2023-06-22,Eveniet Soap,Groceries,Parle,221.51,1772.08,0.0,1772.08,November,Sunday,Senior
OR_31013271,CS_11000651,PD_21001410,2024-12-30,04:14:00,1,20,DV_61000195,Pushti Oak,Female,29,Hubli,Karnataka,2024-11-10,Aliquid Milk,Snacks,Haldirams,141.32,141.32,28.264,113.056,December,Monday,Adult
OR_31013272,CS_11005268,PD_21007917,2025-01-12,05:07:34,5,10,DV_61000291,Shivani Panchal,Male,57,Bhubaneswar,Odisha,2024-01-13,Dolor Juice,Groceries,Nestle,419.45,2097.25,209.725,1887.525,January,Sunday,Senior
OR_31013273,CS_11006222,PD_21004265,2024-05-26,21:03:55,1,15,DV_61000115,Mohammed Munshi,Male,67,Jalandhar,Punjab,2023-06-06,Laborum Soap,Snacks,Haldirams,707.93,707.93,106.1895,601.7405,May,Sunday,Senior
OR_31013274,CS_11007945,PD_21001688,2024-04-03,19:24:52,10,20,DV_61000099,Jack Pai,Male,61,Kollam,Kerala,2024-11-29,Laudantium Milk,Groceries,Britannia,561.07,5610.700000000001,1122.14,4488.56,April,Wednesday,Senior
OR_31013275,CS_11008307,PD_21008976,2024-08-07,15:04:27,7,20,DV_61000109,Udyati Bajaj,Female,18,Hyderabad,Telangana,2025-01-13,Incidunt Milk,Dairy,Nestle,289.35,2025.45,405.0900000000001,1620.36,August,Wednesday,Teen
OR_31013276,CS_11005532,PD_21007119,2024-05-11,17:09:14,5,0,DV_61000251,Max Mane,Female,28,Cuttack,Odisha,2024-11-07,Cum Biscuits,Groceries,Parle,304.54,1522.7,0.0,1522.7,May,Saturday,Adult
OR_31013277,CS_11000958,PD_21004005,2025-01-03,20:56:36,4,10,DV_61000275,Zaitra Shroff,Female,35,Karimnagar,Telangana,2023-12-25,Ut Biscuits,Home Care,Nestle,375.5,1502.0,150.2,1351.8,January,Friday,Adult
OR_31013278,CS_11003164,PD_21005969,2025-02-24,03:23:37,3,10,DV_61000069,Arya More,Male,55,Tirupati,Andhra Pradesh,2024-09-26,Fuga Shampoo,Beverages,Amul,382.7,1148.1,114.81,1033.29,February,Monday,Senior
OR_31013279,CS_11005288,PD_21004898,2024-03-10,02:28:45,3,20,DV_61000009,Upkaar Sekhon,Female,39,Hubli,Karnataka,2023-12-20,Sed Soap,Personal Care,Parle,533.3,1599.9,319.98,1279.92,March,Sunday,Middle
OR_31013280,CS_11005482,PD_21007908,2024-10-31,02:22:29,10,0,DV_61000138,Radhika Sen,Female,59,Ambala,Haryana,2023-11-30,Quibusdam Soap,Groceries,Nestle,552.75,5527.5,0.0,5527.5,October,Thursday,Senior
OR_31013281,CS_11003054,PD_21008798,2024-04-28,13:22:01,1,10,DV_61000278,Aahana Sant,Female,66,Jodhpur,Rajasthan,2024-12-29,Deleniti Juice,Beverages,Haldirams,352.51,352.51,35.251,317.259,April,Sunday,Senior
OR_31013282,CS_11006371,PD_21005067,2024-07-22,05:58:05,2,15,DV_61000038,Ladli Sama,Male,49,Mumbai,Maharashtra,2025-03-04,Soluta Shampoo,Home Care,Britannia,845.0,1690.0,253.5,1436.5,July,Monday,Middle
OR_31013283,CS_11002059,PD_21003800,2024-12-04,11:15:15,5,10,DV_61000011,Zaid Sarraf,Male,57,Kochi,Kerala,2024-12-08,Cum Biscuits,Dairy,Parle,15.26,76.3,7.63,68.67,December,Wednesday,Senior
OR_31013284,CS_11002587,PD_21007521,2024-12-12,00:06:50,1,0,DV_61000011,Ronith Kar,Female,30,Guwahati,Assam,2023-03-12,Autem Soap,Snacks,Britannia,633.68,633.68,0.0,633.68,December,Thursday,Adult
